review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,Bank of Abyssinia,Google Play,poor app crash time load properly buy airtime programming subpar lesson online banking app zero,NEGATIVE,0.9996174573898315,"['app', 'banking', 'time']",3,['Cluster_3']
"The app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,Bank of Abyssinia,Google Play,app doesnot allow transfer foreign currency account local currency account say transaction allow check difficult activate app abroad country otp reach sm use email allow manual otp input email hardly receive review app update,NEGATIVE,0.9933466911315918,"['app', 'transaction', 'update', 'use', 'transfer', 'account']",1,['Transaction Issues']
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,Bank of Abyssinia,Google Play,come use mobile banking app app WOREST app m forget use app right infront phone preffere branch office use let transaction service simple purpose check balance bank center open difficult app need high speed internet service stop service simple interuption network transfer,NEGATIVE,0.9942960143089294,"['app', 'mobile', 'banking', 'transaction', 'need', 'bank', 'use', 'transfer']",0,['Transaction Issues']
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,Bank of Abyssinia,Google Play,add option manually input OTP reside outside Ethiopia encounter difficulty access account follow recent update change mobile banking app unfortunately unable activate app mobile device activation process app prompt OTP receive Telegram option manually input OTP kindly request assistance resolve matter activate account,NEGATIVE,0.9944392442703247,"['app', 'mobile', 'banking', 'update', 'account', 'option']",0,['Security Features']
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,Bank of Abyssinia,Google Play,month transaction app disappointing bank Abyssinia currently near bank work place bank turn bad bank country day day respond customer update system year long think train customer service operator,NEGATIVE,0.9985722303390503,"['app', 'work', 'transaction', 'bank', 'update']",1,['Transaction Issues']
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,Bank of Abyssinia,Google Play,bad mobile banking app load like perfect WiFi data connection manage network issue finally app make hard send money,NEGATIVE,0.9994267225265503,"['app', 'mobile', 'banking', 'like', 'money']",0,['Cluster_0']
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,Bank of Abyssinia,Google Play,Playstore need option star application right deserve exactly imagine big bank country manage good mobile application Era mobile money guy brink collapse well right real quick go to meter grave use APP WASTE TIME,NEGATIVE,0.9992102384567261,"['app', 'mobile', 'need', 'good', 'application', 'bank', 'use', 'time', 'money', 'option']",1,['Security Features']
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play,app work ask password start load open,NEUTRAL,0.5,"['app', 'work']",4,['Cluster_4']
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,actively initialization say incorrect OTP get exact OTP,NEGATIVE,0.9945634007453918,[],1,['Cluster_1']
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,Bank of Abyssinia,Google Play,update version app time waste work G log frequently fast log bad feature app,NEGATIVE,0.9996141195297241,"['app', 'work', 'update', 'time']",2,['Cluster_2']
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,unprofessional mischievous bank opinion occasion recently Abyssinia Card withdraw money deduct account despite report time say process learn yesterday month bank decide include income absurd avoid bank,NEGATIVE,0.9874496459960938,"['bank', 'time', 'money', 'account']",1,['Cluster_1']
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,Bank of Abyssinia,Google Play,terrible app hell problem password enter manually abroad Ethiopian Sim receive activation code telegram lock system accept activation OTP manually account transaction etc think advance terrible situation know go account fix TOMORROW DAY,NEGATIVE,0.9980954527854919,"['app', 'fix', 'transaction', 'account']",1,['Transaction Issues']
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,Bank of Abyssinia,Google Play,app trash work past day bank send money bank plus app keep crash update BOA bank deteriorate change,NEGATIVE,0.999570906162262,"['app', 'work', 'bank', 'update', 'money']",1,['Cluster_1']
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,Bank of Abyssinia,Google Play,bad mobile banking app try transfer BOA account CBE reach CBE account try contact customer support tell problem system wait hour receive money Bank Abyssinia bad bank system recommend app bank,NEGATIVE,0.9992388486862183,"['app', 'mobile', 'banking', 'bank', 'transfer', 'money', 'account']",0,['Transaction Issues']
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play,stupid app see turn developer mode app secure clearly indicate app poor implementation unskilled developer lot people need developer option different reason sake bank fix thing secure international banking app require mention lag crash,NEGATIVE,0.9994152784347534,"['app', 'banking', 'fix', 'need', 'bank', 'option']",4,['Security Features']
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,Bank of Abyssinia,Google Play,app essentially unusable ask disable developer mode disabled crash work wifi datum crash,NEGATIVE,0.9988969564437866,"['app', 'work']",4,['Cluster_4']
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,NEUTRAL,0.5,"['app', 'work', 'fix', 'transaction', 'application', 'bank', 'time']",3,['Transaction Issues']
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,Bank of Abyssinia,Google Play,see bad mobile banking system like lose birr delay transaction system call tell stay confirmation change mind wait confirmation cancel process send approval use mobile banking system,NEGATIVE,0.9996378421783447,"['mobile', 'banking', 'transaction', 'like', 'use']",0,['Transaction Issues']
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia,Google Play,BOA unreasonably hold delay transaction day transaction bank huge gap observe BOA mobile banking experience kind challenge have transaction bank mobile banking platform wait long call customer support team response give system hold transaction release work day totally fair,POSITIVE,0.5179679989814758,"['work', 'mobile', 'banking', 'transaction', 'bank']",0,['Transaction Issues']
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play,bad app stick open note works,NEGATIVE,0.9675481915473938,['app'],4,['Cluster_4']
"Installed the latest version of this app on my Android 14 device, but it is not working. I have already received the activation key from your branch (via SMS), but couldn't activate it. It is a failed app. I bet you don't have QA testers.",1,2024-04-24,Bank of Abyssinia,Google Play,instal late version app Android device work receive activation key branch SMS activate fail app bet QA tester,NEGATIVE,0.9967548251152039,"['app', 'work']",4,['Cluster_4']
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play,Decent problem say error transfer money infact transfer bug transfer time instead transfer money telebirr acc self BOE Dev fix,NEGATIVE,0.9963788390159607,"['fix', 'time', 'transfer', 'money']",1,['Transaction Issues']
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,go bank time transaction balance point have mobile banking transaction work,NEUTRAL,0.5,"['work', 'mobile', 'banking', 'transaction', 'bank', 'time']",0,['Transaction Issues']
"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,Bank of Abyssinia,Google Play,worst App be allow yo activate near branch able activate client bank boa know lead simplify banking service App need fix well rate,NEGATIVE,0.9985837936401367,"['app', 'banking', 'fix', 'need', 'bank']",0,['Cluster_0']
"Great graphics, but why my music have to stop when I open this app? Make it make sense. But overall, it's good, but also needs too much data just to load this app. We might need a lite version of this.",3,2024-02-15,Bank of Abyssinia,Google Play,great graphic music stop open app sense overall good need datum load app need lite version,POSITIVE,0.9575965404510498,"['app', 'need', 'good']",1,['Positive User Experience']
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,Bank of Abyssinia,Google Play,app run fine take like forever open main dashboard crash guy get to step need app way fast,NEGATIVE,0.9811429977416992,"['app', 'need', 'like']",4,['Cluster_4']
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play,app keep crash stop respond try open app bank person banking activity short bad mobile banking system Ethiopia,NEGATIVE,0.9973500967025757,"['app', 'mobile', 'banking', 'bank']",0,['Cluster_0']
I have nothing against your service but your App!!!!??? When will it ever work? Why do you keep changing the interface whenever there is an update? The most unreadable annoying app.,1,2024-03-22,Bank of Abyssinia,Google Play,service App work change interface update unreadable annoying app,NEGATIVE,0.9994328618049622,"['app', 'work', 'update']",2,['Cluster_2']
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,Bank of Abyssinia,Google Play,believe day age major bank country understand have work mobile payment option survive decide account CBE Awash bother useless app,NEGATIVE,0.9993865489959717,"['app', 'work', 'mobile', 'bank', 'account', 'option']",1,['Security Features']
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,Bank of Abyssinia,Google Play,disappointed recent change app disable developer option functionality unnecessary previous version offer user friendly experience,NEUTRAL,0.5258,"['app', 'user', 'option']",1,['Security Features']
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,Bank of Abyssinia,Google Play,terrible keep crash middle transaction Hell will open phone stock Android pixel know happen fix,NEGATIVE,0.9994056224822998,"['fix', 'transaction']",1,['Transaction Issues']
"Its nice platform when i compare with the previous version! But, when i try to use mobile banking the app states use the updated one! As it orders, i updated BOA from playstore, when i try to use mobile banking on the following day the same thing-update from the playstore!!!!",5,2024-02-20,Bank of Abyssinia,Google Play,nice platform compare previous version try use mobile banking app state use update order update BOA playstore try use mobile banking following day thing update playstore,POSITIVE,0.983756422996521,"['app', 'mobile', 'banking', 'update', 'use']",0,['Cluster_0']
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,application lose major faction daily basis count time app completely useless disappointing go use time need point,NEGATIVE,0.9989895224571228,"['app', 'need', 'application', 'use', 'time']",3,['Cluster_3']
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,Bank of Abyssinia,Google Play,unreliable expensive service time work day complete transaction charge unworthy service recommend bank app,NEGATIVE,0.9990678429603577,"['app', 'work', 'transaction', 'bank', 'time']",3,['Transaction Issues']
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,bad mobile banking app experience blame app compare well clash take long time login load short complete trash,NEGATIVE,0.9995631575584412,"['app', 'mobile', 'banking', 'time']",0,['Cluster_0']
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,let access account point app gey access account physically bank zero suffice point accross,NEUTRAL,0.5,"['app', 'bank', 'account']",1,['Cluster_1']
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,add language app afan oromo tigniya bank bank transfer available time available reachable issue,NEUTRAL,0.5,"['app', 'bank', 'time', 'transfer']",3,['Transaction Issues']
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play,download app time read customer review soon instal open app close automatically unserious bank uninstalle app immediately,NEUTRAL,0.5,"['app', 'bank', 'time']",4,['Cluster_4']
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,App work Android show error notification forcefully close app fix asap,NEGATIVE,0.9981291890144348,"['app', 'work', 'fix']",4,['Cluster_4']
I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,2024-02-06,Bank of Abyssinia,Google Play,have challenge use app app allow update previous app allow manually insert OTP BoA modify app allow feature,NEGATIVE,0.9765931367874146,"['app', 'update', 'use']",4,['Cluster_4']
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play,work period z slow mobile banking use,NEUTRAL,0.5,"['work', 'mobile', 'banking', 'use']",0,['Cluster_0']
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,bug app crash time try log especially old phone like Galaxy,NEUTRAL,0.5164,"['app', 'like', 'time']",3,['Cluster_3']
"This app is way better than both Apollo and the old mobile banking app. It's super easy to use and loads really fast. If you already have boa mobile banking before, activating it is a piece of cake. Great job on making such an awesome app – keep it up !",5,2024-01-27,Bank of Abyssinia,Google Play,app way well Apollo old mobile banking app super easy use load fast boa mobile banking activate piece cake great job make awesome app,POSITIVE,0.9454469084739685,"['app', 'mobile', 'banking', 'use', 'easy']",0,['Positive User Experience']
Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,Bank of Abyssinia,Google Play,bad app previous version way well version activate mobile banking app say account find system ib customer work fine fix bug test release visit report branch head quarter fix problem,NEGATIVE,0.9992984533309937,"['app', 'work', 'mobile', 'banking', 'fix', 'account']",0,['Cluster_0']
I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,2024-03-02,Bank of Abyssinia,Google Play,know roll new update make sure work need update new staff pay well network Mindenew know problem app,NEUTRAL,0.5772,"['app', 'work', 'need', 'update']",2,['Cluster_2']
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play,application work update able use forgot password feature block access,NEGATIVE,0.9959663152694702,"['work', 'application', 'update', 'use']",2,['Cluster_2']
"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,2024-04-21,Bank of Abyssinia,Google Play,good backgroud simple keep say conectivty login close immediately porly worike stable network,NEGATIVE,0.952034592628479,['good'],1,['Positive User Experience']
"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,Bank of Abyssinia,Google Play,far nice look app Ethiopian Bank functionality weak Transaction error Function Error Kudos need backend work,NEGATIVE,0.9780958890914917,"['app', 'work', 'transaction', 'need', 'bank']",1,['Transaction Issues']
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,Bank of Abyssinia,Google Play,lot app feature rearrange work doesnt make reliable specially time need pls improve,NEGATIVE,0.9994813799858093,"['app', 'work', 'need', 'time']",3,['Cluster_3']
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,Bank of Abyssinia,Google Play,app bad app Ethiopia belive know live Ethiopia fincial app work want make wait cash code immediately debit send code get abysinia bank expect use CBE mobile banking,NEGATIVE,0.999211311340332,"['app', 'work', 'mobile', 'banking', 'bank', 'use']",0,['Cluster_0']
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia,Google Play,hi problem App BOA mobile know wrong App time download sam work sam like app way customer know account check save book,NEUTRAL,0.4742,"['app', 'work', 'mobile', 'like', 'time', 'account']",3,['Cluster_3']
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,Bank of Abyssinia,Google Play,app bug signing challenge transfer bank impossible app slow bland,NEUTRAL,0.5772,"['app', 'bank', 'transfer']",4,['Transaction Issues']
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,Bank of Abyssinia,Google Play,sorry compare bank mobile app wor need improvement app match bank standard need update slow plus say stop develop option phone develop setting enable plus come recent transaction display,NEGATIVE,0.9994055032730103,"['app', 'mobile', 'transaction', 'need', 'bank', 'update', 'option']",1,"['Security Features', 'Transaction Issues']"
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,Bank of Abyssinia,Google Play,advice read look bank great example bank will allow access money want bad server time,NEGATIVE,0.9944538474082947,"['bank', 'time', 'money']",3,['Cluster_3']
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,Bank of Abyssinia,Google Play,work good update update ask disable developer option mean developer developer option enable access account crushs lot time,NEGATIVE,0.978471577167511,"['work', 'good', 'update', 'time', 'account', 'option']",2,['Security Features']
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,Bank of Abyssinia,Google Play,app terrible function properly especially late update crash time,NEGATIVE,0.9941219687461853,"['app', 'update', 'time']",3,['Cluster_3']
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,Bank of Abyssinia,Google Play,update app keep crash work pls fix mobile transaction impossible,NEGATIVE,0.9981033802032471,"['app', 'work', 'mobile', 'fix', 'transaction', 'update']",2,['Transaction Issues']
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia,Google Play,request successful check device connectivity try bank manager tell phone android version ridiculous disappointing,NEGATIVE,0.9997443556785583,['bank'],1,['Cluster_1']
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,Bank of Abyssinia,Google Play,slow login crash frequently annoying app update app extremely unhelpful,NEGATIVE,0.9996453523635864,"['app', 'update']",2,['Cluster_2']
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,Bank of Abyssinia,Google Play,know time come new update app bad old take time load load money telebirr pay awach try fix,NEGATIVE,0.9994159936904907,"['app', 'fix', 'update', 'time', 'money']",3,['Cluster_3']
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,Bank of Abyssinia,Google Play,late update bug keep crash fix inconvenient business way switch bank,NEGATIVE,0.9992387294769287,"['fix', 'bank', 'update']",2,['Cluster_2']
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,total disaster app offline work embarassing lose hope take business competitor,NEGATIVE,0.9994837045669556,"['app', 'work']",4,['Cluster_4']
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,Bank of Abyssinia,Google Play,extremely disappointed poor service receive unacceptable transaction Birr money get stuck air result incompetence force change bank account level service completely unacceptable need rectify immediately,NEGATIVE,0.9995574355125427,"['transaction', 'need', 'bank', 'money', 'account']",1,['Transaction Issues']
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,bad app user friendly serve basic functionality correctly take time login navigate app expect bank,NEUTRAL,0.4228,"['app', 'bank', 'user', 'time']",3,['Cluster_3']
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play,despite enhanced technology application work properly ask developer option turn fix,NEUTRAL,0.5,"['work', 'fix', 'application', 'option']",1,['Security Features']
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,Bank of Abyssinia,Google Play,prefer early version update app crush login say bug fix bug issue,NEGATIVE,0.9970359802246094,"['app', 'fix', 'update']",2,['Cluster_2']
"Its amazing and easy to use , but from these two past days it crashes and tells me ""there is not enough connectivity"" while my internet was good enough , and i can't open it anymore !! Fix this proplem ASAP.",5,2024-03-02,Bank of Abyssinia,Google Play,amazing easy use past day crash tell connectivity internet good open anymore fix proplem ASAP,NEGATIVE,0.5901139378547668,"['fix', 'good', 'use', 'easy']",1,['Positive User Experience']
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,usually crash reason give problem internet connection internet fine,NEGATIVE,0.9910128712654114,[],1,['Cluster_1']
"It was working fine a couple of days ago, in the utilities section of payment it only provides a few services but that is OK for now but my issue is it has started crashing down these past 2 days",2,2024-04-21,Bank of Abyssinia,Google Play,work fine couple day ago utility section payment provide service ok issue start crash past day,NEUTRAL,0.5772,['work'],1,['Cluster_1']
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,app open say coonection issue not open bug smooth work improve,NEGATIVE,0.9936356544494629,"['app', 'work']",4,['Cluster_4']
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,Google Play,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer,POSITIVE,0.6311382055282593,"['app', 'need', 'good', 'bank', 'time', 'transfer']",1,['Transaction Issues']
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,Bank of Abyssinia,Google Play,love boa mobile app good old version app get update get bad bad work fix issue,NEUTRAL,0.5258,"['app', 'work', 'mobile', 'fix', 'good', 'update']",2,['Positive User Experience']
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,bad app update include developer option thing care phone money right reason switch bank turn discontinue business,NEUTRAL,0.4228,"['app', 'bank', 'update', 'money', 'option']",2,['Security Features']
"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,Bank of Abyssinia,Google Play,see bad commercial app like life work donot know Team bank test launch app annoying,NEGATIVE,0.9997591376304626,"['app', 'work', 'like', 'bank']",4,['Cluster_4']
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,Bank of Abyssinia,Google Play,app developer need developer option ask turn developer option Abyssinia damned bank Ethiopia buld app work hard people look CBE simply terrible borderline unusable,NEGATIVE,0.9997183680534363,"['app', 'work', 'need', 'bank', 'option']",1,['Security Features']
"One of the weakness in BOA is it's mobile App. I hope this will address some of them, but it is very critical to work on modernizing and ensuring the security of it's mobile banking system in this digitalized world",3,2024-02-04,Bank of Abyssinia,Google Play,weakness BOA mobile App hope address critical work modernize ensure security mobile banking system digitalized world,NEGATIVE,0.9724689722061157,"['app', 'work', 'mobile', 'banking']",0,['Cluster_0']
"Simple, fast and easy to use. I had bad experience on apollo and the older version of this app is too slow.",5,2024-02-05,Bank of Abyssinia,Google Play,simple fast easy use bad experience apollo old version app slow,NEGATIVE,0.9994076490402222,"['app', 'use', 'easy']",1,['Positive User Experience']
I don't have words for your great work.. Really Good .what i like the most is the screenshots features is included which gives you the transactions detail ...Great Work...KEEP IT UP !!??,5,2024-02-03,Bank of Abyssinia,Google Play,word great work good like screenshot feature include give transaction detail Great Work,POSITIVE,0.9996318817138672,"['work', 'transaction', 'good', 'like']",1,['Transaction Issues']
So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,Bank of Abyssinia,Google Play,update version well fast open directly open play store fix issue,NEGATIVE,0.7982913851737976,"['fix', 'update']",2,['Cluster_2']
